experiment_id,method_family,method_variant,selector_solver,selector_feature_method,selector_preconditioner,adam_selection_mode,training_optimizer,reference_composition,included_references,safe_geometry,safe_training_constraint_mode,safe_epsilon_multiplier,safe_cost_gamma,kl_regularization_lambda,learning_rate,weight_decay,sgd_momentum,run_count,seed_count,seeds,target_medqa_accuracy_mean,target_medqa_accuracy_std,base_target_medqa_accuracy_mean,base_target_medqa_accuracy_std,medqa_gain_mean,medqa_gain_std,ood_mcq_ood_accuracy_mean,ood_mcq_ood_accuracy_std,base_ood_mcq_ood_accuracy_mean,base_ood_mcq_ood_accuracy_std,ood_mcq_ood_accuracy_delta_mean,ood_mcq_ood_accuracy_delta_std,bbq_score_mean,bbq_score_std,bbq_base_score_mean,bbq_base_score_std,bbq_score_delta_mean,bbq_score_delta_std,bbq_heldout_kl_mean,bbq_heldout_kl_std,truthfulqa_score_mean,truthfulqa_score_std,truthfulqa_base_score_mean,truthfulqa_base_score_std,truthfulqa_score_delta_mean,truthfulqa_score_delta_std,truthfulqa_heldout_kl_mean,truthfulqa_heldout_kl_std,mmlu_non_medical_score_mean,mmlu_non_medical_score_std,mmlu_non_medical_base_score_mean,mmlu_non_medical_base_score_std,mmlu_non_medical_score_delta_mean,mmlu_non_medical_score_delta_std,mmlu_non_medical_heldout_kl_mean,mmlu_non_medical_heldout_kl_std,ifeval_score_mean,ifeval_score_std,ifeval_base_score_mean,ifeval_base_score_std,ifeval_score_delta_mean,ifeval_score_delta_std,mean_reference_score_delta_mean,mean_reference_score_delta_std,included_reference_score_delta_mean,included_reference_score_delta_std,mean_reference_kl_mean,mean_reference_kl_std,worst_reference_kl_mean,worst_reference_kl_std,realized_heldout_kl_mean,realized_heldout_kl_std,reference_performance_degradation_mean,reference_performance_degradation_std,instruction_performance_degradation_mean,instruction_performance_degradation_std,safe_epsilon_mean,safe_epsilon_std,safe_rho_mean,safe_rho_std,safe_reference_curvature_q0_mean,safe_reference_curvature_q0_std,safe_effective_cost_c_mean,safe_effective_cost_c_std,safe_approximation_error_mean,safe_approximation_error_std,safe_approximation_error_squared_mean,safe_approximation_error_squared_std,safe_selected_reference_budget_gap_mean,safe_selected_reference_budget_gap_std,safe_selected_epsilon_budget_gap_mean,safe_selected_epsilon_budget_gap_std,safe_trace_max_reference_budget_ratio_mean,safe_trace_max_reference_budget_ratio_std,safe_trace_max_norm_budget_ratio_mean,safe_trace_max_norm_budget_ratio_std,safe_trace_final_approximation_error_mean,safe_trace_final_approximation_error_std,selected_predicted_fisher_cost_mean,selected_predicted_fisher_cost_std,selected_predicted_norm_cost_mean,selected_predicted_norm_cost_std,trained_lora_fisher_cost_mean,trained_lora_fisher_cost_std,max_incremental_reference_budget_ratio_mean,max_incremental_reference_budget_ratio_std,max_cumulative_reference_budget_ratio_mean,max_cumulative_reference_budget_ratio_std,max_incremental_norm_budget_ratio_mean,max_incremental_norm_budget_ratio_std,max_cumulative_norm_budget_ratio_mean,max_cumulative_norm_budget_ratio_std,trajectory_spearman_predicted_fisher_vs_realized_kl_mean,trajectory_spearman_predicted_fisher_vs_realized_kl_std,trajectory_spearman_realized_kl_vs_medqa_accuracy_mean,trajectory_spearman_realized_kl_vs_medqa_accuracy_std,trajectory_spearman_realized_kl_vs_reference_degradation_mean,trajectory_spearman_realized_kl_vs_reference_degradation_std,estimated_selection_flops_mean,estimated_selection_flops_std,estimated_selection_flops_sum,estimated_sft_flops_mean,estimated_sft_flops_std,estimated_sft_flops_sum,estimated_kl_regularization_flops_mean,estimated_kl_regularization_flops_std,estimated_kl_regularization_flops_sum,estimated_trajectory_diagnostic_flops_mean,estimated_trajectory_diagnostic_flops_std,estimated_trajectory_generation_flops_mean,estimated_trajectory_generation_flops_std,estimated_extra_eval_kl_flops_mean,estimated_extra_eval_kl_flops_std,estimated_total_flops_mean,estimated_total_flops_std,estimated_total_flops_sum,estimated_total_flops_including_selection_mean,estimated_total_flops_including_selection_std,estimated_total_flops_including_selection_sum,train_wallclock_seconds_mean,train_wallclock_seconds_std,train_wallclock_seconds_sum,completed_steps_mean,completed_steps_std,safe_selected_reference_budget_satisfied_rate,safe_selected_epsilon_budget_satisfied_rate,safe_trace_all_reference_budget_satisfied_rate,safe_trace_all_norm_budget_satisfied_rate,all_incremental_reference_constraints_satisfied_rate,all_incremental_norm_constraints_satisfied_rate,all_cumulative_reference_constraints_satisfied_rate,all_cumulative_norm_constraints_satisfied_rate,flops_accounting_complete_rate
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,Base,Base model,none,none,none,none,none,all,"bbq,truthfulqa,mmlu_non_medical",none,none,,,0.0,,,,3,3,"42,43,44",0.40625,0.03197403426512676,0.40625,0.03197403426512676,0.0,0.0,0.5338541666666666,0.029318568357285683,0.5338541666666666,0.029318568357285683,0.0,0.0,0.573490813648294,0.012655709660095719,0.573490813648294,0.012655709660095719,0.0,0.0,0.0,0.0,0.250093599231542,0.007402152772958197,0.250093599231542,0.007402152772958197,0.0,0.0,0.0,0.0,0.5364583333333334,0.009830513587592122,0.5364583333333334,0.009830513587592122,0.0,0.0,0.0,0.0,0.5111709172937656,0.01301845785237605,0.5111709172937656,0.01301845785237605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0252009834676224e+16,,3.0252009834676224e+16,3.0252009834676224e+16,,3.0252009834676224e+16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,LESS,LESS,cosine_topk,random_sketch,sgd,none,adamw,,"bbq,truthfulqa,mmlu_non_medical",,none,,,0.0,0.0002,0.0,,3,3,"42,43,44",0.41796875,0.02376079113397742,0.40625,0.03197403426512676,0.01171875,0.010334966058846057,0.5950520833333334,0.036920434580098506,0.5338541666666666,0.029318568357285683,0.061197916666666664,0.03951560131638937,0.5958005249343832,0.043187618561428685,0.573490813648294,0.012655709660095719,0.022309711286089273,0.03182245578210536,11.730029670167992,0.15608149700824842,0.18687539246170437,0.04240377547510796,0.250093599231542,0.007402152772958197,-0.0632182067698376,0.04262747721841994,2.1008329713722564,0.13726493693185576,0.5716145833333334,0.022211877746395808,0.5364583333333334,0.009830513587592122,0.03515625,0.013531646934131853,13.676699816352789,0.2872357553541747,0.5195322591398118,0.02636849371057758,0.5111709172937656,0.01301845785237605,0.008361341846046144,0.021079488660802594,-0.0019174151612494394,0.006294739029982301,-0.0019174151612494394,0.006294739029982301,9.169187485964345,0.06080025073281259,13.676699816352789,0.2872357553541747,5.399940139170625,0.16623360866295409,0.016960983022788034,0.03310931510475265,-0.020634920634920634,0.09283679060640919,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001109592189701895,1.6617206455026865e-05,,,,,,,,,0.9403594771241831,0.056814832191874894,0.6362011345973299,0.36107087185981257,0.2222953096184501,0.8722073228511027,1.1295337165414606e+17,47309568.311691366,3.388601149624382e+17,3476328981151744.0,14639097045111.705,1.0428986943455232e+16,0.0,0.0,0.0,4779041375928320.0,223047366448227.34,3832507489320960.0,0.0,1878465902417237.2,8407404375020.643,2.478691513901056e+16,1.8532101056330532e+16,7.436074541703168e+16,1.3774028679315662e+17,1.8532101103639664e+16,4.132208603794699e+17,672.6827100111792,18.212555324897565,2018.0481300335377,64.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,0.5,0.01,0.0,0.0002,0.0,,1,1,42,0.46875,,0.4140625,,0.0546875,,0.53515625,,0.5,,0.03515625,,0.5433070866141733,,0.5826771653543307,,-0.03937007874015741,,9.077723495603546,,0.22978339100520084,,0.24156189185351593,,-0.011778500848315082,,1.216956816988471,,0.58203125,,0.53515625,,0.046875,,11.35338701059421,,0.5390625,,0.5234375,,0.015625,,-0.001424526529490831,,0.003752460629921295,,7.2160224410620755,,11.35338701059421,,3.959610999799242,,0.11944285541937605,,0.04999999999999999,,0.10454075317382813,,0.014282104843543824,,261.36712646484375,,0.014282104843543824,,0.39910137742908103,,0.1592819094657898,,0.00194767145930415,,0.00531089765823165,,0.9998699532362192,,0.02868666387848509,,0.39910137742908103,,0.012334433384239674,,0.00015348687884397805,,0.0001531237649032846,,0.0019047832718151827,,0.010721372415390416,,65.21574752648618,,430.01537280612064,,0.9999999999999998,,,,,,1.2194647633115659e+17,,1.2194647633115659e+17,266932453392384.0,,266932453392384.0,0.0,,0.0,881392506101760.0,,1533002995728384.0,,1874263187226624.0,,3.701730531302605e+16,,3.701730531302605e+16,1.5896378164418266e+17,,1.5896378164418266e+17,107.83662445656955,,107.83662445656955,6.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,0.5,0.1,0.0,0.0002,0.0,,1,1,42,0.4296875,,0.4140625,,0.015625,,0.5,,0.5,,0.0,,0.5118110236220472,,0.5826771653543307,,-0.07086614173228345,,9.702676845660672,,0.18863146604222883,,0.24156189185351593,,-0.052930425811287096,,1.5153157154515324,,0.54296875,,0.53515625,,0.0078125,,11.94929285099109,,0.5338541666666666,,0.5234375,,0.01041666666666663,,-0.03866135584785685,,-0.031526820866141725,,7.722428470701099,,11.94929285099109,,4.297385122261796,,0.17617604051552566,,0.04999999999999999,,0.10454075317382813,,0.14282104843543825,,261.36712646484375,,0.14282104843543825,,0.8101462235745363,,0.6563369035720825,,0.0065094428627377465,,0.0048209313255520355,,0.9999759701194724,,0.12052160170422671,,0.8101462603608852,,0.1363116055727005,,0.0006434532115235925,,0.00031802471494302154,,0.0001921429793782085,,0.00222673561374102,,65.81961112991661,,951.8568888836098,,0.9999999999999998,,,,,,1.2194647633115659e+17,,1.2194647633115659e+17,505434231275520.0,,505434231275520.0,0.0,,0.0,1175190008135680.0,,1533002995728384.0,,1874263187226624.0,,3.75496045929431e+16,,3.75496045929431e+16,1.594960809240997e+17,,1.594960809240997e+17,138.0870929788798,,138.0870929788798,10.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,0.5,1.0,0.0,0.0002,0.0,,1,1,42,0.484375,,0.4140625,,0.0703125,,0.5625,,0.5,,0.0625,,0.5551181102362205,,0.5826771653543307,,-0.027559055118110187,,11.640869218220548,,0.13731383033288697,,0.24156189185351593,,-0.10424806152062896,,2.2303866330189264,,0.61328125,,0.53515625,,0.078125,,13.707321770489216,,0.5390625,,0.5234375,,0.015625,,-0.017894038879579716,,0.025282972440944906,,9.192859207242897,,13.707321770489216,,5.378180354249244,,0.18865551506396572,,-0.09999999999999998,,0.10454075317382813,,1.4282104843543824,,261.36712646484375,,1.4282104843543824,,1.5279577245606089,,2.3346548080444336,,0.03431235489118656,,0.0001487021519588124,,0.9936476242529689,,0.9855880611091219,,1.527957490504463,,1.3938981294631958,,0.005315682385116816,,0.0008815315086394548,,1.8930760811178028e-05,,0.000617228005463038,,69.44986103230703,,2829.16408939317,,0.9999999999999999,,,,0.9999999999999998,,1.2194647633115659e+17,,1.2194647633115659e+17,2049003771789312.0,,2049003771789312.0,0.0,,0.0,2644177518305280.0,,2299504493592576.0,,1874263187226624.0,,4.132866314149069e+16,,4.132866314149069e+16,1.632751394726473e+17,,1.632751394726473e+17,327.3320782314986,,327.3320782314986,32.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,1.0,0.01,0.0,0.0002,0.0,,1,1,42,0.43359375,,0.4140625,,0.01953125,,0.5390625,,0.5,,0.0390625,,0.547244094488189,,0.5826771653543307,,-0.03543307086614167,,9.767626351884656,,0.19320158118341937,,0.24156189185351593,,-0.04836031067009655,,1.5142464082770453,,0.58203125,,0.53515625,,0.046875,,12.015184817214807,,0.5286458333333334,,0.5234375,,0.00520833333333337,,-0.012306127178746074,,0.005720964566929165,,7.765685859125504,,12.015184817214807,,4.321388113732431,,0.10732217932295474,,0.04999999999999999,,0.20908150634765627,,0.057128419374175295,,261.36712646484375,,0.057128419374175295,,0.8075778863977916,,0.6521820425987244,,0.004785613362736925,,0.021407109514817522,,0.9999605938240664,,0.02092658892307292,,0.8075779233011321,,0.05234280601143837,,0.0004504286334849894,,0.0003083790361415595,,0.0004760267456455008,,0.005397996995536711,,16.391899085377172,,229.83098595401472,,0.9999999999999998,,,,,,1.2194647633115659e+17,,1.2194647633115659e+17,440509209133056.0,,440509209133056.0,0.0,,0.0,1175190008135680.0,,1533002995728384.0,,1874263187226624.0,,3.748467957080064e+16,,3.748467957080064e+16,1.5943115590195725e+17,,1.5943115590195725e+17,138.80518341995776,,138.80518341995776,10.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,1.0,0.1,0.0,0.0002,0.0,,1,1,42,0.44921875,,0.4140625,,0.03515625,,0.53515625,,0.5,,0.03515625,,0.5511811023622047,,0.5826771653543307,,-0.03149606299212593,,10.624001225148598,,0.16308079962336394,,0.24156189185351593,,-0.07848109223015198,,1.9017893568287672,,0.578125,,0.53515625,,0.04296875,,12.878738686442375,,0.5416666666666666,,0.5234375,,0.01822916666666663,,-0.02233613507409264,,0.005736343503937036,,8.46817642280658,,12.878738686442375,,4.862291985867071,,0.10799422233370748,,-0.050000000000000044,,0.20908150634765627,,0.571284193741753,,261.36712646484375,,0.571284193741753,,1.640786662538278,,2.692180871963501,,0.013480980145408994,,0.019311336921069698,,0.9999684580362206,,0.11799150424884067,,1.640786662538278,,0.557803213596344,,0.002546201227232814,,0.0005715984152629972,,4.823661611975735e-05,,0.0010005500266324298,,16.5849092643649,,439.06015563800463,,1.0,,,,0.9999999999999998,,1.2194647633115659e+17,,1.2194647633115659e+17,958080512409600.0,,958080512409600.0,0.0,,0.0,1762785012203520.0,,2299504493592576.0,,1874263187226624.0,,3.935634737600922e+16,,3.935634737600922e+16,1.6130282370716582e+17,,1.6130282370716582e+17,237.3347859121859,,237.3347859121859,18.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,1.0,1.0,0.0,0.0002,0.0,,1,1,42,0.421875,,0.4140625,,0.0078125,,0.4921875,,0.5,,-0.0078125,,0.5275590551181102,,0.5826771653543307,,-0.055118110236220486,,11.968696771957116,,0.1900952111364154,,0.24156189185351593,,-0.05146668071710053,,2.1268437825422644,,0.5390625,,0.53515625,,0.00390625,,13.699721445639929,,0.5364583333333334,,0.5234375,,0.01302083333333337,,-0.03422618031777367,,-0.025605930118110243,,9.26508733337977,,13.699721445639929,,5.337437779295678,,0.10095640720765708,,-0.09999999999999998,,0.20908150634765627,,5.712841937417529,,261.36712646484375,,5.712841937417529,,3.9985625545239887,,15.988502502441406,,0.9128794168181642,,0.0025613111252970264,,0.8480423335322987,,0.8881575093704519,,3.9985625545239887,,4.799962520599365,,0.019296227023005486,,0.0011298512108623981,,3.803164402570319e-06,,0.00019777393165075797,,19.80136471533355,,1015.2155708052725,,0.8725490196078433,,-0.5773502691896257,,0.0,,1.2194647633115659e+17,,1.2194647633115659e+17,3551839303532544.0,,3551839303532544.0,0.0,,0.0,4994557534576640.0,,3832507489320960.0,,1874263187226624.0,,4.671488168523366e+16,,4.671488168523366e+16,1.6866135801639027e+17,,1.6866135801639027e+17,684.9286770503968,,684.9286770503968,62.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.01,0.0,0.0002,0.0,,1,1,42,0.41796875,,0.4140625,,0.00390625,,0.50390625,,0.5,,0.00390625,,0.515748031496063,,0.5826771653543307,,-0.06692913385826771,,10.592526007824995,,0.17232174537216252,,0.24156189185351593,,-0.0692401464813534,,1.824850723629615,,0.5703125,,0.53515625,,0.03515625,,12.613574236631393,,0.5390625,,0.5234375,,0.015625,,-0.033671010113207035,,-0.015886441929133854,,8.343650322695334,,12.613574236631393,,4.74819042635899,,0.21784270718219234,,-0.09999999999999998,,0.41816301269531253,,0.22851367749670118,,261.36712646484375,,0.22851367749670118,,1.628331657078224,,2.6514639854431152,,0.010771502632885871,,0.08587257495897979,,0.9998440000319291,,0.018074318651980403,,1.628331657078224,,0.2177421748638153,,0.001557577634230256,,0.0005087199970148504,,0.0001198731183106676,,0.002226212463900303,,4.1229373684388015,,96.5865874375795,,0.9999999999999998,,,,,,1.2194647633115659e+17,,1.2194647633115659e+17,840450670755840.0,,840450670755840.0,0.0,,0.0,1468987510169600.0,,1533002995728384.0,,1874263187226624.0,,3.817841853445734e+16,,3.817841853445734e+16,1.6012489486561395e+17,,1.6012489486561395e+17,177.39855205267668,,177.39855205267668,16.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
setting_2_medqa_medmcqa_reference_coverage_gamma_v1,SAFE,SAFE-(B_K),constrained_greedy,low_rank,adam,post_projection,adamw,B_K,"bbq,mmlu_non_medical",reference,none,2.0,0.1,0.0,0.0002,0.0,,1,1,42,0.46875,,0.4140625,,0.0546875,,0.54296875,,0.5,,0.04296875,,0.5551181102362205,,0.5826771653543307,,-0.027559055118110187,,11.794300081848785,,0.17104120353183083,,0.24156189185351593,,-0.0705206883216851,,2.1439171409576376,,0.59375,,0.53515625,,0.05859375,,13.79285159210364,,0.5390625,,0.5234375,,0.015625,,-0.013161997813265094,,0.015517347440944906,,9.24368960497002,,13.79285159210364,,5.367576187732173,,0.09284270718219234,,-0.050000000000000044,,0.41816301269531253,,2.285136774967012,,261.36712646484375,,2.285136774967012,,3.2896442397222816,,10.821759223937988,,0.02578432936459496,,0.07723704680617124,,0.9999956893380084,,0.11731561215750609,,3.2896442397222816,,2.259352445602417,,0.010193105787038803,,0.0008671118412166834,,9.616025742701294e-06,,0.00037945730457609084,,4.994646107279365,,178.92200256047468,,1.0,,,,0.19999999999999996,,1.2194647633115659e+17,,1.2194647633115659e+17,1981834222632960.0,,1981834222632960.0,0.0,,0.0,2937975020339200.0,,3066005991456768.0,,1874263187226624.0,,4.232179259223245e+16,,4.232179259223245e+16,1.6426826892338906e+17,,1.6426826892338906e+17,440.6207893528044,,440.6207893528044,36.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
